holidaycalendar,holiday,description,creationname,creationdate,revisionname,revisiondate
SEK/DKK WKD,2040-04-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-04-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-04-27 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-05-10 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-05-20 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-05-21 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-06-22 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-11-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2040-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-04-18 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-04-19 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-04-21 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-04-22 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-05-17 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-05-30 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-06-09 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-06-10 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-06-21 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-11-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2041-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-04-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-04-04 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-04-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-04-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-05-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-05-15 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-05-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-05-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-06-20 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-11-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2042-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-03-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-03-27 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-03-29 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-03-30 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-04-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-05-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-05-17 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-05-18 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-06-19 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-11-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2043-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-04-14 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-04-15 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-04-17 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-04-18 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-05-13 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-05-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-06-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-11-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2044-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-04-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-04-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-04-09 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-04-10 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-05-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-05-18 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-05-28 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-05-29 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-06-23 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-11-04 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2045-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-03-22 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-03-23 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-03-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-03-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-04-20 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-05-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-05-13 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-05-14 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-06-22 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-11-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2046-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-04-11 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-04-12 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-04-14 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-04-15 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-05-10 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-05-23 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-06-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-06-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-06-21 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-11-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2047-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-04-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-04-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-04-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-04-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-05-14 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-05-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-05-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-06-19 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-11-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2048-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-04-15 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-04-16 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-04-18 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-04-19 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-05-14 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-05-27 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-06-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-06-18 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-11-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2049-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-04-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-04-08 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-04-10 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-04-11 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-05-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-05-19 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-05-29 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-05-30 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-06-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-06-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-11-05 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2050-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-03-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-04-03 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-05-11 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-05-21 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-06-23 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-11-04 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2051-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-04-19 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-04-22 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-05-30 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-06-09 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-06-21 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-11-02 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2052-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-04-04 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-04-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-05-15 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-05-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-06-20 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-11-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2053-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-01-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-03-27 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-03-30 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-05-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-05-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-05-17 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-06-06 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-06-19 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-11-07 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-12-24 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-12-25 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-12-26 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2054-12-31 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
SEK/DKK WKD,2055-01-01 00:00:00,,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
